ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2022-06-02,157.28282939614553,142.20692107447505,161.1702957218864,157.28282939614553,157.28282939614553,-5.598117058724165,-5.598117058724165,-5.598117058724165,0.6663410059527436,0.6663410059527436,0.6663410059527436,-6.264458064676909,-6.264458064676909,-6.264458064676909,0.0,0.0,0.0,151.68471233742136,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-03,157.17655838631464,141.89701430328836,160.895139353494,157.17655838631464,157.17655838631464,-5.482125323412867,-5.482125323412867,-5.482125323412867,0.6310581140075887,0.6310581140075887,0.6310581140075887,-6.113183437420455,-6.113183437420455,-6.113183437420455,0.0,0.0,0.0,151.69443306290177,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-06,156.85774535682197,142.50207699061772,161.2387669607386,156.85774535682197,156.85774535682197,-4.8042108213103285,-4.8042108213103285,-4.8042108213103285,0.8119409621042177,0.8119409621042177,0.8119409621042177,-5.616151783414547,-5.616151783414547,-5.616151783414547,0.0,0.0,0.0,152.05353453551163,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-07,156.75147434699102,142.3065392537813,161.93187662390804,156.75147434699102,156.75147434699102,-4.793782496798304,-4.793782496798304,-4.793782496798304,0.6485543575527727,0.6485543575527727,0.6485543575527727,-5.442336854351077,-5.442336854351077,-5.442336854351077,0.0,0.0,0.0,151.9576918501927,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-08,156.64520333716015,142.97287428371155,161.34362110528815,156.64520333716015,156.64520333716015,-4.547262012670009,-4.547262012670009,-4.547262012670009,0.7198862168447608,0.7198862168447608,0.7198862168447608,-5.26714822951477,-5.26714822951477,-5.26714822951477,0.0,0.0,0.0,152.09794132449014,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-09,156.53893232732926,142.5514201873853,161.62618135539594,156.53893232732926,156.53893232732926,-4.42552197726879,-4.42552197726879,-4.42552197726879,0.6663410059535051,0.6663410059535051,0.6663410059535051,-5.091862983222295,-5.091862983222295,-5.091862983222295,0.0,0.0,0.0,152.11341035006046,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-10,156.43266131749834,143.61026559172566,161.1607856070882,156.43266131749834,156.43266131749834,-4.286433366027909,-4.286433366027909,-4.286433366027909,0.6310581140036149,0.6310581140036149,0.6310581140036149,-4.917491480031524,-4.917491480031524,-4.917491480031524,0.0,0.0,0.0,152.14622795147042,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-13,156.11384828800564,143.1032345177487,161.76905396724808,156.11384828800564,156.11384828800564,-3.5936777860997795,-3.5936777860997795,-3.5936777860997795,0.8119409621058942,0.8119409621058942,0.8119409621058942,-4.405618748205673,-4.405618748205673,-4.405618748205673,0.0,0.0,0.0,152.52017050190585,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-14,156.00757727817472,143.0745166709735,161.8525452312785,156.00757727817472,156.00757727817472,-3.590618870929652,-3.590618870929652,-3.590618870929652,0.6485543575556716,0.6485543575556716,0.6485543575556716,-4.239173228485322,-4.239173228485322,-4.239173228485322,0.0,0.0,0.0,152.41695840724506,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-15,155.90130626834386,142.88229019442696,160.56127853403922,155.90130626834386,155.90130626834386,-3.354420200125379,-3.354420200125379,-3.354420200125379,0.719886216845006,0.719886216845006,0.719886216845006,-4.074306416970385,-4.074306416970385,-4.074306416970385,0.0,0.0,0.0,152.54688606821847,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-16,155.79503525851294,143.2574777087023,161.7628607135032,155.79503525851294,155.79503525851294,-3.243967984875596,-3.243967984875596,-3.243967984875596,0.6663410059542667,0.6663410059542667,0.6663410059542667,-3.910308990829862,-3.910308990829862,-3.910308990829862,0.0,0.0,0.0,152.55106727363733,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-17,155.68876424868205,143.9067041494313,161.8433444357113,155.68876424868205,155.68876424868205,-3.115180747257951,-3.115180747257951,-3.115180747257951,0.6310581140039572,0.6310581140039572,0.6310581140039572,-3.746238861261909,-3.746238861261909,-3.746238861261909,0.0,0.0,0.0,152.5735835014241,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-21,155.26368020935843,143.35961627716452,162.2237415211954,155.26368020935843,155.26368020935843,-2.4157696144709977,-2.4157696144709977,-2.4157696144709977,0.6485543575541717,0.6485543575541717,0.6485543575541717,-3.0643239720251696,-3.0643239720251696,-3.0643239720251696,0.0,0.0,0.0,152.84791059488745,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-22,155.15740919952754,143.2561370818411,162.05570537998338,155.15740919952754,155.15740919952754,-2.160426407962434,-2.160426407962434,-2.160426407962434,0.7198862168446004,0.7198862168446004,0.7198862168446004,-2.880312624807034,-2.880312624807034,-2.880312624807034,0.0,0.0,0.0,152.9969827915651,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-23,155.05113818969664,143.24025490495094,162.4018745212646,155.05113818969664,155.05113818969664,-2.021612369866275,-2.021612369866275,-2.021612369866275,0.6663410059536587,0.6663410059536587,0.6663410059536587,-2.687953375819934,-2.687953375819934,-2.687953375819934,0.0,0.0,0.0,153.02952581983038,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-24,154.94486717986572,144.17704620801118,162.72634674945886,154.94486717986572,154.94486717986572,-1.8548203805503367,-1.8548203805503367,-1.8548203805503367,0.6310581140021412,0.6310581140021412,0.6310581140021412,-2.4858784945524777,-2.4858784945524777,-2.4858784945524777,0.0,0.0,0.0,153.0900467993154,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-27,154.62605415037302,145.2500945142499,162.8573902039439,154.62605415037302,154.62605415037302,-0.9980697013391818,-0.9980697013391818,-0.9980697013391818,0.8119409621092466,0.8119409621092466,0.8119409621092466,-1.8100106634484283,-1.8100106634484283,-1.8100106634484283,0.0,0.0,0.0,153.62798444903385,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-28,154.51978314054216,144.60405647646715,162.2593596576901,154.51978314054216,154.51978314054216,-0.9102488974411674,-0.9102488974411674,-0.9102488974411674,0.6485543575542938,0.6485543575542938,0.6485543575542938,-1.5588032549954614,-1.5588032549954614,-1.5588032549954614,0.0,0.0,0.0,153.609534243101,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-29,154.41351213071124,144.7392656229768,162.3615263200601,154.41351213071124,154.41351213071124,-0.574065908933695,-0.574065908933695,-0.574065908933695,0.7198862168448456,0.7198862168448456,0.7198862168448456,-1.2939521257785405,-1.2939521257785405,-1.2939521257785405,0.0,0.0,0.0,153.83944622177754,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-06-30,154.30724112088035,144.7590404262385,163.18405098623597,154.30724112088035,154.30724112088035,-0.3491641424289246,-0.3491641424289246,-0.3491641424289246,0.666341005951943,0.666341005951943,0.666341005951943,-1.0155051483808677,-1.0155051483808677,-1.0155051483808677,0.0,0.0,0.0,153.95807697845143,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-01,154.20097011104946,144.84119313701214,163.28233106335685,154.20097011104946,154.20097011104946,-0.0927826507203643,-0.0927826507203643,-0.0927826507203643,0.6310581140003253,0.6310581140003253,0.6310581140003253,-0.7238407647206897,-0.7238407647206897,-0.7238407647206897,0.0,0.0,0.0,154.1081874603291,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-05,153.77588607172584,145.35321335861033,164.36840224817038,153.77588607172584,153.77588607172584,1.2042836603302416,1.2042836603302416,1.2042836603302416,0.6485543575536051,0.6485543575536051,0.6485543575536051,0.5557293027766366,0.5557293027766366,0.5557293027766366,0.0,0.0,0.0,154.98016973205608,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-06,153.66961506189494,145.76377778908713,164.870184931255,153.66961506189494,153.66961506189494,1.6161517646767258,1.6161517646767258,1.6161517646767258,0.7198862168450904,0.7198862168450904,0.7198862168450904,0.8962655478316354,0.8962655478316354,0.8962655478316354,0.0,0.0,0.0,155.28576682657166,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-07,153.56334405206405,145.76010356463132,164.98271321439736,153.56334405206405,153.56334405206405,1.9073926562803136,1.9073926562803136,1.9073926562803136,0.6663410059513348,0.6663410059513348,0.6663410059513348,1.2410516503289788,1.2410516503289788,1.2410516503289788,0.0,0.0,0.0,155.47073670834436,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-08,153.45707304223313,146.50021792336815,165.4559204995642,153.45707304223313,153.45707304223313,2.218755163292465,2.218755163292465,2.218755163292465,0.6310581139985096,0.6310581139985096,0.6310581139985096,1.587697049293956,1.587697049293956,1.587697049293956,0.0,0.0,0.0,155.6758282055256,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-11,153.13826001274043,147.29859112546927,165.72178183290137,153.13826001274043,153.13826001274043,3.4249456382521437,3.4249456382521437,3.4249456382521437,0.8119409621038166,0.8119409621038166,0.8119409621038166,2.613004676148327,2.613004676148327,2.613004676148327,0.0,0.0,0.0,156.5632056509926,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-12,153.03198900290954,147.56784068583988,165.34634684032508,153.03198900290954,153.03198900290954,3.589627285706721,3.589627285706721,3.589627285706721,0.6485543575529165,0.6485543575529165,0.6485543575529165,2.941072928153805,2.941072928153805,2.941072928153805,0.0,0.0,0.0,156.62161628861625,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-13,152.92571799307865,147.7790514056848,166.7829802551745,152.92571799307865,152.92571799307865,3.97785954785949,3.97785954785949,3.97785954785949,0.7198862168447152,0.7198862168447152,0.7198862168447152,3.257973331014776,3.257973331014776,3.257973331014776,0.0,0.0,0.0,156.90357754093813,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-14,152.81944698324773,147.51346046336613,165.925185222074,152.81944698324773,152.81944698324773,4.227641385259321,4.227641385259321,4.227641385259321,0.6663410059534661,0.6663410059534661,0.6663410059534661,3.5613003793058544,3.5613003793058544,3.5613003793058544,0.0,0.0,0.0,157.04708836850705,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-15,152.71317597341684,148.49904066687964,166.76333167097522,152.71317597341684,152.71317597341684,4.4799128955455725,4.4799128955455725,4.4799128955455725,0.6310581139988519,0.6310581139988519,0.6310581139988519,3.84885478154672,3.84885478154672,3.84885478154672,0.0,0.0,0.0,157.1930888689624,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-18,152.39436294392416,148.5031703964489,165.9994163369699,152.39436294392416,152.39436294392416,5.411041642035313,5.411041642035313,5.411041642035313,0.8119409621037217,0.8119409621037217,0.8119409621037217,4.599100679931591,4.599100679931591,4.599100679931591,0.0,0.0,0.0,157.80540458595948,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-19,152.28809193409325,148.96086106523924,167.32658948588454,152.28809193409325,152.28809193409325,5.45605996692319,5.45605996692319,5.45605996692319,0.6485543575550043,0.6485543575550043,0.6485543575550043,4.807505609368186,4.807505609368186,4.807505609368186,0.0,0.0,0.0,157.74415190101644,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-20,152.18182092426235,148.16300703444975,166.78568214561696,152.18182092426235,152.18182092426235,5.713842163798107,5.713842163798107,5.713842163798107,0.7198862168449601,0.7198862168449601,0.7198862168449601,4.993955946953148,4.993955946953148,4.993955946953148,0.0,0.0,0.0,157.89566308806047,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-21,152.0755499144315,148.11033008620026,167.10507017281236,152.0755499144315,152.0755499144315,5.824765403964931,5.824765403964931,5.824765403964931,0.6663410059528582,0.6663410059528582,0.6663410059528582,5.158424398012073,5.158424398012073,5.158424398012073,0.0,0.0,0.0,157.90031531839642,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-22,151.9739108435662,148.67555321116464,166.46642637574942,151.9739108435662,151.9739108435662,5.932385613538924,5.932385613538924,5.932385613538924,0.6310581140043311,0.6310581140043311,0.6310581140043311,5.301327499534593,5.301327499534593,5.301327499534593,0.0,0.0,0.0,157.9062964571051,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-25,151.66899363097036,149.27391127616468,166.74377455126043,151.66899363097036,151.66899363097036,6.423277045010183,6.423277045010183,6.423277045010183,0.8119409621071692,0.8119409621071692,0.8119409621071692,5.611336082903015,5.611336082903015,5.611336082903015,0.0,0.0,0.0,158.09227067598056,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-26,151.56735456010506,148.7170580515632,167.24144837124902,151.56735456010506,151.56735456010506,6.329256198384464,6.329256198384464,6.329256198384464,0.6485543575543152,0.6485543575543152,0.6485543575543152,5.680701840830149,5.680701840830149,5.680701840830149,0.0,0.0,0.0,157.89661075848952,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-27,151.46571548923978,148.3682200026593,167.2645933727726,151.46571548923978,151.46571548923978,6.456664136778634,6.456664136778634,6.456664136778634,0.719886216844865,0.719886216844865,0.719886216844865,5.736777919933769,5.736777919933769,5.736777919933769,0.0,0.0,0.0,157.92237962601843,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-28,151.3640764183745,148.23321171941174,167.21818417090586,151.3640764183745,151.3640764183745,6.4485631389632685,6.4485631389632685,6.4485631389632685,0.66634100595225,0.66634100595225,0.66634100595225,5.782222133011019,5.782222133011019,5.782222133011019,0.0,0.0,0.0,157.81263955733775,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-07-29,151.2624373475092,148.75262321477322,167.08516534243617,151.2624373475092,151.2624373475092,6.450963302971821,6.450963302971821,6.450963302971821,0.6310581140046729,0.6310581140046729,0.6310581140046729,5.819905188967147,5.819905188967147,5.819905188967147,0.0,0.0,0.0,157.71340065048102,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-01,150.95752013491338,147.81933656455635,166.3450086569958,150.95752013491338,150.95752013491338,6.728793429577112,6.728793429577112,6.728793429577112,0.8119409621070742,0.8119409621070742,0.8119409621070742,5.916852467470037,5.916852467470037,5.916852467470037,0.0,0.0,0.0,157.6863135644905,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-02,150.8558810640481,148.17541376475396,166.01635597286767,150.8558810640481,150.8558810640481,6.602579651714177,6.602579651714177,6.602579651714177,0.6485543575536269,0.6485543575536269,0.6485543575536269,5.954025294160551,5.954025294160551,5.954025294160551,0.0,0.0,0.0,157.45846071576227,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-03,150.7542419931828,148.43034971260562,166.8001026400654,150.7542419931828,150.7542419931828,6.718392311664098,6.718392311664098,6.718392311664098,0.71988621684511,0.71988621684511,0.71988621684511,5.998506094818988,5.998506094818988,5.998506094818988,0.0,0.0,0.0,157.4726343048469,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-04,150.65260292231753,148.39229174334716,166.88077861294244,150.65260292231753,150.65260292231753,6.719264313272232,6.719264313272232,6.719264313272232,0.6663410059543813,0.6663410059543813,0.6663410059543813,6.052923307317851,6.052923307317851,6.052923307317851,0.0,0.0,0.0,157.37186723558975,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-05,150.55096385145222,148.02686883202367,166.70851706080538,150.55096385145222,150.55096385145222,6.750662479855083,6.750662479855083,6.750662479855083,0.6310581139985415,0.6310581139985415,0.6310581139985415,6.11960436585654,6.11960436585654,6.11960436585654,0.0,0.0,0.0,157.30162633130732,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-08,150.2460466388564,148.04000350230953,166.4434498469219,150.2460466388564,150.2460466388564,7.2225947486826465,7.2225947486826465,7.2225947486826465,0.8119409621069791,0.8119409621069791,0.8119409621069791,6.410653786575668,6.410653786575668,6.410653786575668,0.0,0.0,0.0,157.46864138753904,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-09,150.1444075679911,148.06705228406173,166.32365694279522,150.1444075679911,150.1444075679911,7.190045121212562,7.190045121212562,7.190045121212562,0.6485543575537489,0.6485543575537489,0.6485543575537489,6.541490763658811,6.541490763658811,6.541490763658811,0.0,0.0,0.0,157.33445268920366,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-10,150.04276849712582,148.51933322921582,166.88101117844025,150.04276849712582,150.04276849712582,7.409564071624309,7.409564071624309,7.409564071624309,0.7198862168450446,0.7198862168450446,0.7198862168450446,6.689677854779262,6.689677854779262,6.689677854779262,0.0,0.0,0.0,157.45233256875014,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-11,149.94112942626052,146.72568647493785,166.58256680681285,149.94112942626052,149.94112942626052,7.52098441981434,7.52098441981434,7.52098441981434,0.6663410059537733,0.6663410059537733,0.6663410059537733,6.854643413860567,6.854643413860567,6.854643413860567,0.0,0.0,0.0,157.46211384607486,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-12,149.83949035539524,148.2638691070983,166.66740099388247,149.83949035539524,149.83949035539524,7.666303437971699,7.666303437971699,7.666303437971699,0.6310581140061786,0.6310581140061786,0.6310581140061786,7.03524532396552,7.03524532396552,7.03524532396552,0.0,0.0,0.0,157.50579379336693,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-15,149.5345731427994,149.41146451668118,167.16391119485718,149.5345731427994,149.5345731427994,8.463076082201516,8.463076082201516,8.463076082201516,0.8119409621104268,0.8119409621104268,0.8119409621104268,7.651135120091089,7.651135120091089,7.651135120091089,0.0,0.0,0.0,157.9976492250009,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-16,149.4329340719341,148.5294010744459,166.92678764238153,149.4329340719341,149.4329340719341,8.52053186368465,8.52053186368465,8.52053186368465,0.6485543575522492,0.6485543575522492,0.6485543575522492,7.871977506132401,7.871977506132401,7.871977506132401,0.0,0.0,0.0,157.95346593561877,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-17,149.3312950010688,148.79980866647745,167.14430880398223,149.3312950010688,149.3312950010688,8.814775792871991,8.814775792871991,8.814775792871991,0.7198862168449797,0.7198862168449797,0.7198862168449797,8.09488957602701,8.09488957602701,8.09488957602701,0.0,0.0,0.0,158.1460707939408,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-18,149.2296559302035,149.2559892932721,167.08052639242314,149.2296559302035,149.2296559302035,8.98223827145851,8.98223827145851,8.98223827145851,0.6663410059520576,0.6663410059520576,0.6663410059520576,8.315897265506454,8.315897265506454,8.315897265506454,0.0,0.0,0.0,158.21189420166203,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2022-08-19,149.1280168593383,149.42478066907603,167.34924077477692,149.1280168593383,149.1280168593383,9.161817965992686,9.161817965992686,9.161817965992686,0.6310581140043628,0.6310581140043628,0.6310581140043628,8.530759851988321,8.530759851988321,8.530759851988321,0.0,0.0,0.0,158.28983482533098,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
